market_id,period,firm_id,region,firm_type,q_old,q_new,profit,action
1,1,1,1,old,0.1581818181818182,0.0,0.025021487603305793,stay
1,1,2,1,both,0.0,0.5781818181818181,0.334294214876033,stay
1,1,3,1,pe,0.0,0.0,0.0,stay_out
1,1,4,2,old,0.15818181818181823,0.0,0.0250214876033058,stay
1,1,5,2,both,0.0,0.5781818181818181,0.334294214876033,stay
1,1,6,2,pe,0.0,0.0,0.0,enter
1,1,7,3,old,0.15818181818181815,0.0,0.025021487603305775,exit
1,1,8,3,both,0.0,0.5781818181818182,0.3342942148760331,exit
1,1,9,3,pe,0.0,0.0,0.0,stay_out
1,2,1,1,old,0.20238095238095247,0.0,0.04095804988662135,
1,2,2,1,both,0.0,0.5619047619047616,0.3157369614512468,
1,2,4,2,old,0.20238095238095238,0.0,0.040958049886621314,
1,2,5,2,both,0.0,0.6119047619047621,0.37442743764172354,
1,2,6,2,new,0.0,0.6119047619047621,0.37442743764172354,
2,1,1,1,old,0.1581818181818182,0.0,0.025021487603305793,stay
2,1,2,1,both,0.0,0.5781818181818181,0.334294214876033,exit
2,1,3,1,pe,0.0,0.0,0.0,stay_out
2,1,4,2,old,0.15818181818181823,0.0,0.0250214876033058,stay
2,1,5,2,both,0.0,0.5781818181818181,0.334294214876033,exit
2,1,6,2,pe,0.0,0.0,0.0,stay_out
2,1,7,3,old,0.15818181818181815,0.0,0.025021487603305775,exit
2,1,8,3,both,0.0,0.5781818181818182,0.3342942148760331,exit
2,1,9,3,pe,0.0,0.0,0.0,enter
2,2,1,1,old,0.3136363636363636,0.0,0.0983677685950413,
2,2,4,2,old,0.31363636363636366,0.0,0.09836776859504133,
2,2,9,3,new,0.0,1.1181818181818182,1.2503305785123966,
3,1,1,1,old,0.1581818181818182,0.0,0.025021487603305793,innovate
3,1,2,1,both,0.0,0.5781818181818181,0.334294214876033,stay
3,1,3,1,pe,0.0,0.0,0.0,enter
3,1,4,2,old,0.15818181818181823,0.0,0.0250214876033058,innovate
3,1,5,2,both,0.0,0.5781818181818181,0.334294214876033,stay
3,1,6,2,pe,0.0,0.0,0.0,stay_out
3,1,7,3,old,0.15818181818181815,0.0,0.025021487603305775,innovate
3,1,8,3,both,0.0,0.5781818181818182,0.3342942148760331,exit
3,1,9,3,pe,0.0,0.0,0.0,stay_out
3,2,1,1,both,0.016666666666666802,0.39880952380952356,0.1659736394557822,
3,2,2,1,both,0.016666666666666802,0.39880952380952356,0.1659736394557822,
3,2,3,1,new,0.0,0.40714285714285703,0.16576530612244889,
3,2,4,2,both,0.04999999999999979,0.3321428571428575,0.12942602040816342,
